journal_name,jif,jif_5yr,jif_quartile,category,issn,eissn
Revista de Derecho Politico,0.4,0.4,Q3,LAW|Q3|211/421,0211-979X,2174-5625
Revista Investigaciones Altoandinas-Journal of High Andean Research,0.4,0.3,Q4,MULTIDISCIPLINARY SCIENCES|Q3|97/134,2306-8582,2313-2957
Revista Medica Clinica Las Condes,0.4,0.5,Q3,"MEDICINE, GENERAL & INTERNAL|Q4|268/325",N/A,0716-8640
Saude e Sociedade,0.4,0.6,Q4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|378/403",0104-1290,1984-0470
Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,0.4,0.6,Q4,GEOGRAPHY|Q4|131/171,1138-9788,1138-9788
Turkish Journal of Neurology,0.4,0.4,Q4,CLINICAL NEUROLOGY|Q4|268/277,1301-062X,1309-2545
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,0.4,0.3,Q4,NEUROSCIENCES|Q4|306/310,0360-1293,2167-9010
AIMS Allergy and Immunology,0.4,0.5,Q4,IMMUNOLOGY|Q4|171/181,2575-615X,2575-615X
Anales de Documentacion,0.4,0.6,Q4,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|109/160,1575-2437,1697-7904
Archives of Clinical Infectious Diseases,0.4,0.7,Q4,INFECTIOUS DISEASES|Q4|123/132,2345-2641,2008-1081
Bulletin of Russian State Medical University,0.4,0.3,Q3,"MEDICINE, GENERAL & INTERNAL|Q4|268/325",2500-1094,2542-1204
Chemija,0.4,0.6,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|206/230",0235-7216,0235-7216
Composites-Mechanics Computations Applications,0.4,0.3,Q4,MECHANICS|Q4|164/170,2152-2057,2152-2073
Ecologia Aplicada,0.4,0.6,Q4,ECOLOGY|Q4|187/195,1726-2216,1993-9507
Electronics and Communications in Japan,0.4,0.5,Q4,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q4|329/352",1942-9533,1942-9541
Human Pathology Reports,0.4,0.4,Q4,,N/A,2772-736X
International Energy Journal,0.4,0.6,Q4,ENERGY & FUELS|Q4|164/170,1513-718X,1513-718X
International Journal of Applied Behavioral Economics,0.4,0.3,Q4,ECONOMICS|Q4|564/597,2160-9802,2160-9810
Investigacion Bibliotecologica,0.4,0.4,Q4,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160,0187-358X,2448-8321
JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,0.4,0.3,Q4,TELECOMMUNICATIONS|Q4|114/119,1064-2269,1555-6557
Journal of Library and Information Studies,0.4,0.2,Q4,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|139/160,1606-7509,2309-9119
JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,0.4,0.5,Q4,MULTIDISCIPLINARY SCIENCES|Q4|108/134,1391-4588,2362-0161
Jurnal Pendidikan Fisika Indonesia-Indonesian Journal of Physics Education,0.4,0.4,Q4,"EDUCATION, SCIENTIFIC DISCIPLINES|Q4|76/85",1693-1246,2355-3812
M S-MEDECINE SCIENCES,0.4,0.6,Q4,"MEDICINE, RESEARCH & EXPERIMENTAL|Q4|170/189",0767-0974,1958-5381
QED-A Journal in GLBTQ Worldmaking,0.4,0.7,Q3,SOCIAL ISSUES|Q3|50/67,2327-1574,2327-1590
Revista de Economia Mundial,0.4,0.3,Q4,ECONOMICS|Q4|564/597,1576-0162,2340-4264
Revista Mexicana de Neurociencia,0.4,0.5,Q4,CLINICAL NEUROLOGY|Q4|262/277,1665-5044,1665-5044
Scientific Papers-Series B-Horticulture,0.4,0.3,Q4,PLANT SCIENCES|Q4|257/265,2285-5653,2286-1580
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,0.4,0.6,Q4,"ENGINEERING, CHEMICAL|Q4|150/170",1341-7215,1341-7215
Theoretical and Applied Mechanics,0.4,0.5,Q4,MECHANICS|Q4|151/170,1450-5584,1450-5584
Advances in Digestive Medicine,0.4,0.3,Q4,GASTROENTEROLOGY & HEPATOLOGY|Q4|136/143,2351-9797,2351-9800
IDP-Internet Law and Politics,0.4,0.3,Q4,POLITICAL SCIENCE|Q4|264/317,1699-8154,1699-8154
Jordan Journal of Chemistry,0.4,0.5,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|214/230",1814-9111,2079-7249
Journal of Print and Media Technology Research,0.4,0.4,Q4,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|Q4|35/36,2223-8905,2414-6250
Journal of Siberian Federal University-Chemistry,0.4,0.4,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|206/230",1998-2836,2313-6049
Oncology in Clinical Practice,0.4,0.4,Q4,ONCOLOGY|Q4|309/322,2450-1654,2450-6478
Open Cardiovascular Medicine Journal,0.4,0.8,Q4,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|205/220,N/A,1874-1924
Reviews in Anthropology,0.4,0.7,Q4,ANTHROPOLOGY|Q4|122/139,0093-8157,1556-3014
"Revista Facultad de Ingenieria, Universidad Pedagogica y Tecnologica de Colombia",0.4,0.5,Q4,"ENGINEERING, MULTIDISCIPLINARY|Q4|168/179",0121-1129,2357-5328
Revista Internacional de Contaminacion Ambiental,0.4,0.6,Q4,ENVIRONMENTAL SCIENCES|Q4|349/358,0188-4999,N/A
Romanian Journal of Military Medicine,0.4,0.4,Q3,"MEDICINE, GENERAL & INTERNAL|Q4|300/325",1222-5126,2501-2312
South African Journal of Geomatics,0.4,0.6,Q4,REMOTE SENSING|Q4|57/62,2225-8531,2225-8531
Stahlbau,0.4,0.3,Q4,"ENGINEERING, CIVIL|Q4|172/181",0038-9145,1437-1049
TOPICS IN CLINICAL NUTRITION,0.4,0.4,Q4,NUTRITION & DIETETICS|Q4|104/114,0883-5691,1550-5146
Avances en Psicologia Latinoamericana,0.4,0.4,Q4,PSYCHOLOGY|Q4|89/92,1794-4724,2145-4515
Chemistry for Sustainable Development,0.4,0.3,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|214/230",0869-8538,0869-8538
Composites Research,0.4,0.4,Q4,"MATERIALS SCIENCE, COMPOSITES|Q4|32/35",2288-2103,2288-2111
Cuadernos de Antropologia,0.4,0.3,Q4,ANTHROPOLOGY|Q4|131/139,1409-3138,2215-356X
FLEISCHWIRTSCHAFT,0.4,0.2,Q4,FOOD SCIENCE & TECHNOLOGY|Q4|164/173,0015-363X,0015-363X
International Journal of Data Mining and Bioinformatics,0.4,0.4,Q4,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q4|65/65,1748-5673,1748-5681
Journal of Private Enterprise,0.4,0.3,Q4,ECONOMICS|Q4|564/597,0890-913X,0890-913X
Journal of Surface Investigation,0.4,0.4,Q4,"PHYSICS, CONDENSED MATTER|Q4|77/79",1027-4510,1819-7094
Momona Ethiopian Journal of Science,0.4,0.9,Q4,MULTIDISCIPLINARY SCIENCES|Q4|114/134,2073-073X,2073-073X
Pharmaceutical Care Espana,0.4,0.2,Q4,PHARMACOLOGY & PHARMACY|Q4|331/354,1139-6202,1139-6202
Problemy Zarzadzania-Management Issues,0.4,0.4,Q4,MANAGEMENT|Q4|383/401,1644-9584,2300-8792
PRZEMYSL CHEMICZNY,0.4,0.3,Q4,"ENGINEERING, CHEMICAL|Q4|163/170",0033-2496,0033-2496
Revista de Investigacion Linguistica,0.4,0.4,Q4,LINGUISTICS|Q4|278/297,1139-1146,1989-4554
Revista Espanola de Derecho Constitucional,0.4,0.4,Q3,LAW|Q3|267/421,0211-5743,1989-0648
Arteterapia-Papeles de Arteterapia y Educacion Artistica para la Inclusion Social,0.4,0.4,Q4,REHABILITATION|Q4|164/169,1886-6190,1988-8309
CHEMICKE LISTY,0.4,0.3,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|199/230",0009-2770,1213-7103
Environment Protection Engineering,0.4,0.6,Q4,"ENGINEERING, ENVIRONMENTAL|Q4|77/81",0324-8828,N/A
IADIS-International Journal on Computer Science and Information Systems,0.4,0.3,Q4,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q4|166/169",1646-3692,1646-3692
ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,0.4,0.4,Q4,TRANSPORTATION SCIENCE & TECHNOLOGY|Q4|72/72,0162-8178,N/A
Journal of Ceramic Science and Technology,0.4,0.5,Q4,"MATERIALS SCIENCE, CERAMICS|Q4|27/31",2190-9385,2190-9385
Ochrona Przed Korozja,0.4,0.2,Q4,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|435/438",0473-7733,2449-9501
Revista Virtual de Quimica,0.4,0.4,Q4,"CHEMISTRY, MULTIDISCIPLINARY|Q4|214/230",1984-6835,1984-6835
Sri Lanka Journal of Social Sciences,0.4,0.5,Q3,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q3|166/263",0258-9710,2478-1169
UIS Ingenierias,0.4,0.3,Q4,"ENGINEERING, MULTIDISCIPLINARY|Q4|161/179",1657-4583,2145-8456
University of Toronto Medical Journal,0.4,0.5,Q3,"MEDICINE, GENERAL & INTERNAL|Q3|181/325",0833-2207,1913-5440
Austral Comunicacion,0.4,0.4,Q4,COMMUNICATION|Q4|217/227,2313-9129,2313-9137
International Journal of Environmental Technology and Management,0.4,0.5,Q4,"ENGINEERING, ENVIRONMENTAL|Q4|77/81",1466-2132,1741-511X
Journal of the Japan Institute of Energy,0.4,0.4,Q4,ENERGY & FUELS|Q4|169/170,0916-8753,1882-6121
Pakistan Heart Journal,0.4,0.3,Q4,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|205/220,0048-2706,2227-9199
Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials,0.4,0.3,Q4,"PHYSICS, CONDENSED MATTER|Q4|78/79",2226-4442,2658-4360
Revue d Anthropologie des Connaissances,0.4,0.4,Q3,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|218/263",1760-5393,1760-5393
Revue Internationale de Geomatique,0.4,0.2,Q4,REMOTE SENSING|Q4|60/62,1260-5875,2116-7060
Cepal Review,0.4,0.7,Q4,ECONOMICS|Q4|539/597,0251-2920,1684-0348
Diabetes Stoffwechsel und Herz,0.4,0.2,Q4,ENDOCRINOLOGY & METABOLISM|Q4|178/186,1861-7603,1861-7603
Psicologia Clinica dello Sviluppo,0.4,0.3,Q4,"PSYCHOLOGY, DEVELOPMENTAL|Q4|89/91",1824-078X,1824-078X
Journal of the Selva Andina Research Society,0.4,0.2,Q4,MULTIDISCIPLINARY SCIENCES|Q4|114/134,2072-9294,2072-9308
Revista de Gestion Publica,0.4,0.5,Q4,PUBLIC ADMINISTRATION|Q4|91/91,0719-1820,0719-1839
Revista Gestion de la Educacion,0.4,0.4,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,2215-2288,2215-2288
AMA-Agricultural Mechanization in Asia Africa and Latin America,0.4,0.4,Q4,AGRICULTURAL ENGINEERING|Q4|19/20,0084-5841,N/A
Architect,0.4,0.4,N/A,ARCHITECTURE|N/A|N/A,1935-7001,1935-7001
PULP & PAPER-CANADA,0.4,0.3,Q4,"MATERIALS SCIENCE, PAPER & WOOD|Q4|21/23",0316-4004,1923-3515
Journal of Literary & Cultural Disability Studies,0.3,N/A,Q3,,1757-6458,1757-6466
TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,0.3,0.3,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0362-1529,2166-5508
FRENCH STUDIES,0.3,0.3,N/A,"LITERATURE, ROMANCE|N/A|N/A",0016-1128,1468-2931
WALT WHITMAN QUARTERLY REVIEW,0.3,0.1,N/A,POETRY|N/A|N/A,0737-0679,2153-3695
Essays in French Literature and Culture,0.3,0.4,N/A,"LITERATURE, ROMANCE|N/A|N/A",1835-7040,1835-7040
Anales de Literatura Espanola,0.3,N/A,N/A,"LITERATURE, ROMANCE|N/A|N/A",0212-5889,2695-4257
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,0.3,0.7,Q2,RELIGION|N/A|N/A,0029-5973,1568-5276
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART,0.3,0.3,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0016-920X,2169-3099
JOURNAL OF SOUTHERN HISTORY,0.3,0.8,Q2,HISTORY|Q1|27/518,0022-4642,2325-6893
Critical Survey,0.3,0.4,N/A,LITERARY THEORY & CRITICISM|N/A|N/A,0011-1570,1752-2293
Applied Theatre Research,0.3,0.7,N/A,THEATER|N/A|N/A,2049-3010,2049-3029
AMERICAN LITERARY HISTORY,0.3,0.5,N/A,"LITERATURE, AMERICAN|N/A|N/A",0896-7148,1468-4365
STYLE,0.3,0.6,N/A,LITERATURE|N/A|N/A,0039-4238,2374-6629
Cormac McCarthy Journal,0.3,0.7,N/A,"LITERATURE, AMERICAN|N/A|N/A",2333-3073,2333-3065
JOURNAL OF SOCIAL HISTORY,0.3,0.9,Q2,HISTORY|Q1|57/518,0022-4529,1527-1897
Milton Studies,0.3,0.3,N/A,POETRY|N/A|N/A,0076-8820,2330-796X
Atti Accademia Peloritana dei Pericolanti-Classe di Scienze Fisiche Matematiche e Naturali,0.3,0.3,Q4,MULTIDISCIPLINARY SCIENCES|Q3|97/134,0365-0359,1825-1242
COLLEGE COMPOSITION AND COMMUNICATION,0.3,0.8,N/A,LITERATURE|N/A|N/A,0010-096X,1939-9006
South Asian History and Culture,0.3,0.6,N/A,ASIAN STUDIES|N/A|N/A,1947-2498,1947-2501
Theatre Dance and Performance Training,0.3,0.4,N/A,THEATER|N/A|N/A,1944-3927,1944-3919
REVIEW OF ENGLISH STUDIES,0.3,0.3,N/A,LITERATURE|N/A|N/A,0034-6551,1471-6968
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0.3,0.4,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0363-6941,N/A
FOLKLORE,0.3,0.4,N/A,FOLKLORE|N/A|N/A,0015-587X,1469-8315
ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,0.3,0.3,N/A,"LITERATURE, ROMANCE|N/A|N/A",0049-8661,1865-9063
THEATRE SURVEY,0.3,0.4,N/A,THEATER|N/A|N/A,0040-5574,1475-4533
History & Memory,0.3,0.7,Q2,HISTORY|Q1|84/518,0935-560X,1527-1994
STUDIES IN ROMANTICISM,0.3,0.3,N/A,LITERATURE|N/A|N/A,0039-3762,2330-118X
RESEARCH IN AFRICAN LITERATURES,0.3,0.4,N/A,"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN|N/A|N/A",0034-5210,1527-2044
Exemplaria-Medieval Early Modern Theory,0.3,0.5,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,1041-2573,1753-3074
ELH,0.3,0.4,N/A,LITERATURE|N/A|N/A,0013-8304,1080-6547
INTERNATIONAL HISTORY REVIEW,0.3,0.7,Q2,HISTORY|Q1|84/518,0707-5332,1949-6540
REVISTA DE FILOLOGIA ESPANOLA,0.3,0.2,N/A,"LITERATURE, ROMANCE|N/A|N/A",0210-9174,1988-8538
VICTORIAN POETRY,0.3,0.3,N/A,POETRY|N/A|N/A,0042-5206,1530-7190
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.3,0.4,Q4,"LITERATURE, ROMANCE|N/A|N/A",0018-2133,2153-6414
CONTEMPORARY THEATRE REVIEW,0.3,0.3,N/A,THEATER|N/A|N/A,1048-6801,1477-2264
ENGLISH LANGUAGE NOTES,0.3,0.8,N/A,LITERATURE|N/A|N/A,0013-8282,2573-3575
SEVENTEENTH CENTURY,0.3,0.3,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0268-117X,2050-4616
CRITIQUE-STUDIES IN CONTEMPORARY FICTION,0.3,0.4,N/A,LITERATURE|N/A|N/A,0011-1619,1939-9138
Hipogrifo-Revista de literatura y cultura del Siglo de Oro,0.3,0.2,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,2328-1308,2328-1308
BYZANTINISCHE ZEITSCHRIFT,0.3,0.2,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0007-7704,1868-9027
JOURNAL OF SEMITIC STUDIES,0.3,0.3,N/A,ASIAN STUDIES|N/A|N/A,0022-4480,1477-8556
JNT-JOURNAL OF NARRATIVE THEORY,0.3,0.4,N/A,LITERATURE|N/A|N/A,1549-0815,1548-9248
Postmedieval-A Journal of Medieval Cultural Studies,0.3,0.6,Q3,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,2040-5960,2040-5979
Contemporary Womens Writing,0.3,0.3,N/A,LITERATURE|N/A|N/A,1754-1476,1754-1484
Comparative Literature-East & West,0.3,0.2,N/A,LITERATURE|N/A|N/A,N/A,2572-3618
Journal of Chinese Military History,0.3,0.4,Q2,HISTORY|Q4|450/518,2212-7445,2212-7453
JOURNAL OF MUSIC THEORY,0.3,0.7,N/A,MUSIC|N/A|N/A,0022-2909,1941-7497
STUDIES IN THE NOVEL,0.3,0.3,N/A,LITERATURE|N/A|N/A,0039-3827,1934-1512
Book History,0.3,0.5,Q2,HISTORY|Q1|84/518,1098-7371,1529-1499
Comedia Performance,0.3,0.2,N/A,THEATER|N/A|N/A,1553-6505,2572-4428
Leviathan-A Journal of Melville Studies,0.3,0.2,N/A,"LITERATURE, AMERICAN|N/A|N/A",1525-6995,1750-1849
Medieval Encounters,0.3,N/A,Q2,RELIGION|N/A|N/A,1380-7854,1570-0674
Cold War History,0.3,0.7,Q2,HISTORY|Q1|121/518,1468-2745,1743-7962
Ecclesiastical Law Journal,0.3,0.3,N/A,RELIGION|N/A|N/A,0956-618X,1751-8539
NOTES,0.3,0.4,N/A,MUSIC|N/A|N/A,0027-4380,1534-150X
JOURNAL OF EARLY CHRISTIAN STUDIES,0.3,0.5,Q2,RELIGION|N/A|N/A,1067-6341,1086-3184
Rhetoric Review,0.3,0.5,N/A,LITERATURE|N/A|N/A,0735-0198,1532-7981
AFRICAN ECONOMIC HISTORY,0.3,0.4,Q2,HISTORY|Q1|42/518,0145-2258,2163-9108
CENTRAL EUROPEAN HISTORY,0.3,0.4,Q2,HISTORY|Q1|121/518,0008-9389,1569-1616
International Journal of Latin American Religions,0.3,0.6,N/A,RELIGION|N/A|N/A,2509-9957,2509-9965
JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,0.3,0.4,N/A,ASIAN STUDIES|N/A|N/A,0003-0279,2169-2289
RIDE-The Journal of Applied Theatre and Performance,0.3,0.6,Q4,THEATER|N/A|N/A,1356-9783,1470-112X
ISLAM-ZEITSCHRIFT FUR GESCHICHTE UND KULTUR DES ISLAMISCHEN ORIENTS,0.3,0.4,N/A,RELIGION|N/A|N/A,0021-1818,1613-0928
Ming Studies,0.3,0.2,N/A,ASIAN STUDIES|N/A|N/A,0147-037X,1759-7595
Acta Histriae,0.3,0.2,Q2,HISTORY|Q1|84/518,1318-0185,2591-1767
Immigrants and Minorities,0.3,0.6,Q2,DEMOGRAPHY|Q3|35/49,0261-9288,1744-0521
Recherches de Theologie et Philosophie Medievales,0.3,0.3,N/A,RELIGION|N/A|N/A,1370-7493,1783-1717
JOURNAL OF RELIGIOUS ETHICS,0.3,0.4,N/A,RELIGION|N/A|N/A,0384-9694,1467-9795
STUDIA NEOPHILOLOGICA,0.3,0.5,N/A,LITERATURE|N/A|N/A,0039-3274,1651-2308
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,0.3,0.3,Q2,HISTORY|Q1|84/518,0703-0428,1918-5138
FABULA,0.3,0.2,N/A,FOLKLORE|N/A|N/A,0014-6242,1613-0464
SCIENCE-FICTION STUDIES,0.3,0.3,N/A,LITERATURE|N/A|N/A,0091-7729,N/A
Literature and Theology,0.3,0.2,N/A,RELIGION|N/A|N/A,0269-1205,1477-4623
Rusin,0.3,0.2,Q2,HISTORY|Q2|165/518,1857-2685,2345-1149
LEONARDO,0.3,0.4,N/A,ART|N/A|N/A,0024-094X,1530-9282
Skhidnoievropeiskyi Istorychnyi Visnyk-East European Historical Bulletin,0.3,0.2,Q2,HISTORY|Q1|121/518,2519-058X,2519-058X
SOUTHERN CULTURES,0.3,0.4,Q2,HISTORY|Q1|121/518,1068-8218,1534-1488
TULSA STUDIES IN WOMENS LITERATURE,0.3,0.3,N/A,LITERATURE|N/A|N/A,0732-7730,N/A
Cultural History,0.3,0.4,Q2,HISTORY|Q2|234/518,2045-290X,2045-2918
NEOPHILOLOGUS,0.3,0.3,N/A,LITERATURE|N/A|N/A,0028-2677,1572-8668
CAHIERS DU MONDE RUSSE,0.3,0.4,Q2,HISTORY|Q2|165/518,1252-6576,1777-5388
Journal of Anglican Studies,0.3,0.4,N/A,RELIGION|N/A|N/A,1740-3553,1745-5278
Journal of the Gilded Age and Progressive Era,0.3,0.4,Q2,HISTORY|Q1|121/518,1537-7814,1943-3557
KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,0.3,0.3,Q2,HISTORY|Q2|165/518,1531-023X,1538-5000
Journal of Israeli History,0.3,0.2,Q2,HISTORY|Q1|84/518,1353-1042,1744-0548
Metacritic Journal for Comparative Studies and Theory,0.3,0.2,N/A,LITERATURE|N/A|N/A,N/A,2457-8827
CHURCH HISTORY,0.3,0.3,Q2,RELIGION|N/A|N/A,0009-6407,1755-2613
Imago Temporis-Medium Aevum,0.3,0.3,Q2,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,1888-3931,2340-7778
JOURNAL OF ASIAN HISTORY,0.3,0.2,Q2,HISTORY|Q3|327/518,0021-910X,0021-910X
Studia Historica-Historia Medieval,0.3,0.4,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,0213-2060,0213-2060
Early American Studies-An Interdisciplinary Journal,0.3,0.5,Q2,HISTORY|Q2|234/518,1543-4273,1559-0895
Historia Critica,0.3,0.6,Q2,HISTORY|Q2|165/518,0121-1617,1900-6152
MELUS,0.3,0.4,N/A,"LITERATURE, AMERICAN|N/A|N/A",0163-755X,1946-3170
Disparidades-Revista de Antropologia,0.3,0.3,N/A,FOLKLORE|N/A|N/A,N/A,2659-6881
ZEITSCHRIFT FUR ANGLISTIK UND AMERIKANISTIK,0.3,0.3,N/A,LITERATURE|N/A|N/A,0044-2305,2196-4726
Verbum Vitae,0.3,N/A,N/A,,1644-8561,2451-280X
AAA-ARBEITEN AUS ANGLISTIK UND AMERIKANISTIK,0.3,0.3,N/A,LITERATURE|N/A|N/A,0171-5410,N/A
Configurations,0.3,0.5,Q4,LITERATURE|N/A|N/A,1063-1801,1080-6520
Islam and Christian-Muslim Relations,0.3,0.7,N/A,RELIGION|N/A|N/A,0959-6410,1469-9311
STUDIES IN PHILOLOGY,0.3,0.3,N/A,LITERATURE|N/A|N/A,0039-3738,1543-0383
YALE REVIEW,0.3,0.3,N/A,LITERARY REVIEWS|N/A|N/A,0044-0124,1467-9736
Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises,0.3,0.1,Q2,HISTORY|Q3|327/518,0235-4349,0235-4349
KOREA JOURNAL,0.3,0.5,N/A,ASIAN STUDIES|N/A|N/A,0023-3900,0023-3900
Sungkyun Journal of East Asian Studies,0.3,0.2,N/A,ASIAN STUDIES|N/A|N/A,1598-2661,N/A
JOURNAL OF ECCLESIASTICAL HISTORY,0.3,0.3,Q2,RELIGION|N/A|N/A,0022-0469,1469-7637
SOUTHEASTERN EUROPE,0.3,0.3,Q3,AREA STUDIES|Q3|115/176,0094-4467,1876-3332
European Journal of Science and Theology,0.3,0.3,N/A,RELIGION|N/A|N/A,1841-0464,1842-8517
Dutch Crossing-Journal of Low Countries Studies,0.3,0.4,Q2,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",0309-6564,1759-7854
JOURNAL OF WOMENS HISTORY,0.3,0.6,Q2,WOMENS STUDIES|Q3|47/66,1042-7961,1527-2036
Nauka Televideniya-The Art and Science of Television,0.3,0.2,N/A,"FILM, RADIO, TELEVISION|N/A|N/A",1994-9529,2587-9782
Arabica,0.3,0.4,Q2,RELIGION|N/A|N/A,0570-5398,1570-0585
Craft Research,0.3,0.5,N/A,ART|N/A|N/A,2040-4689,2040-4697
Onati Socio-Legal Series,0.3,0.5,Q3,LAW|Q3|211/421,N/A,2079-5971
Revista de Cancioneros Impresos y Manuscritos,0.3,0.3,N/A,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,2254-7444,2254-7444
JOURNAL OF INDIAN PHILOSOPHY,0.3,0.3,N/A,PHILOSOPHY|N/A|N/A,0022-1791,1573-0395
Journal for the Study of Religion Nature and Culture,0.3,0.5,N/A,RELIGION|N/A|N/A,1749-4907,1749-4915
MARINERS MIRROR,0.3,0.2,Q2,HISTORY|Q3|327/518,0025-3359,2049-680X
Revista Complutense de Historia de America,0.3,0.3,Q2,HISTORY|Q3|327/518,1132-8312,1988-270X
Irish Theological Quarterly,0.3,0.3,N/A,RELIGION|N/A|N/A,0021-1400,1752-4989
JOURNAL OF RELIGIOUS HISTORY,0.3,0.4,Q2,RELIGION|N/A|N/A,0022-4227,1467-9809
Medieval Mystical Theology,0.3,0.2,N/A,RELIGION|N/A|N/A,2046-5726,2046-5734
Studies in World Christianity,0.3,0.4,N/A,RELIGION|N/A|N/A,1354-9901,1750-0230
Comparative Philosophy-An International Journal of Constructive Engagement of Distinct Approaches toward World Philosophy,0.3,0.3,N/A,PHILOSOPHY|N/A|N/A,N/A,2151-6014
NINETEENTH CENTURY MUSIC,0.3,0.4,N/A,MUSIC|N/A|N/A,0148-2076,N/A
Studia Historica-Historia Moderna,0.3,0.3,Q2,HISTORY|Q2|165/518,0213-2079,2386-3889
Vestnik Sankt-Peterburgskogo Universiteta-Istoriya,0.3,0.2,Q2,HISTORY|Q2|234/518,1812-9323,1812-9323
International Bulletin of Mission Research,0.3,0.3,N/A,RELIGION|N/A|N/A,2396-9393,2396-9407
Journal of Iberian and Latin American Studies,0.3,0.5,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1470-1847,1469-9524
Journal of Modern Jewish Studies,0.3,0.4,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1472-5886,1472-5894
Noveishaya Istoriya Rossii-Modern History of Russia,0.3,0.3,Q2,HISTORY|Q3|327/518,2219-9659,2309-7973
GESCHICHTE UND GESELLSCHAFT,0.3,0.4,Q2,HISTORY|Q2|165/518,0340-613X,2196-9000
JOURNAL OF AMERICAN STUDIES,0.3,0.4,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",0021-8758,1469-5154
Nordic Journal of Religion and Society,0.3,0.6,N/A,RELIGION|N/A|N/A,0809-7291,1890-7008
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie,0.3,0.3,Q2,LANGUAGE & LINGUISTICS|N/A|N/A,0084-5299,1613-1150
Philosophy and Cosmology-Filosofiya i Kosmologiya,0.3,0.2,N/A,PHILOSOPHY|N/A|N/A,2307-3705,2518-1866
RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,0.3,0.5,Q2,RELIGION|N/A|N/A,1052-1151,1533-8568
Malaysian Journal of Music,0.3,0.3,N/A,MUSIC|N/A|N/A,2600-9366,2600-9331
Cuadernos de Historia Contemporanea,0.3,0.4,Q2,HISTORY|Q2|165/518,0214-400X,1988-2734
In die Skriflig-In Luce Verbi,0.3,0.4,N/A,RELIGION|N/A|N/A,1018-6441,2305-0853
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,0.3,0.1,N/A,FOLKLORE|N/A|N/A,0029-9669,N/A
